CUSTOMERID,INVOICEID,INVOICEDATE,AMOUNT,QUANTITY,PAYMENTMETHOD
CUST0227,INV01858,2024-10-09 05:33:54.000,50.86,4,Credit Card
CUST0487,INV02200,2024-10-09 08:07:12.000,68.29,6,Gift Card
CUST0084,INV03717,2024-10-09 12:25:26.000,402.17,4,PayPal
CUST0052,INV00439,2024-10-09 13:43:09.000,115.08,7,Bank Transfer
CUST0377,INV03130,2024-10-09 15:58:04.000,444.02,2,Gift Card
CUST0119,INV04610,2024-10-09 16:18:17.000,402.41,2,PayPal
CUST0197,INV01605,2024-10-09 17:55:53.000,252.73,7,Gift Card
CUST0306,INV02046,2024-10-09 17:56:59.000,386.87,9,PayPal
CUST0092,INV00755,2024-10-09 19:31:19.000,199.79,3,Gift Card
CUST0156,INV02673,2024-10-09 20:34:34.000,107.43,5,PayPal
CUST0137,INV02656,2024-10-09 22:05:47.000,214.76,8,Gift Card
CUST0298,INV03202,2024-10-10 07:58:54.000,272.85,9,Credit Card
CUST0304,INV04338,2024-10-10 08:25:26.000,260.15,8,Credit Card
CUST0005,INV01617,2024-10-10 11:48:25.000,238.56,6,Gift Card
CUST0155,INV01428,2024-10-10 13:36:17.000,449.36,9,Credit Card
CUST0174,INV02754,2024-10-10 15:06:51.000,60.08,3,PayPal
CUST0184,INV00221,2024-10-10 15:20:47.000,385.75,4,PayPal
CUST0409,INV04627,2024-10-10 16:31:45.000,388.51,9,Bank Transfer
CUST0150,INV03353,2024-10-10 20:45:22.000,313.66,10,PayPal
CUST0403,INV00557,2024-10-11 06:29:42.000,203.22,3,Bank Transfer
CUST0321,INV03508,2024-10-11 06:53:58.000,297.33,1,Gift Card
CUST0492,INV01960,2024-10-11 10:05:09.000,303.53,6,PayPal
CUST0155,INV02669,2024-10-11 12:59:39.000,125.78,7,Credit Card
CUST0007,INV02817,2024-10-12 03:47:28.000,27.52,2,Credit Card
CUST0064,INV01074,2024-10-12 09:23:04.000,51.91,1,Credit Card
CUST0305,INV04033,2024-10-12 09:41:58.000,155.61,1,Bank Transfer
CUST0439,INV02594,2024-10-12 12:11:26.000,315.58,7,Gift Card
CUST0140,INV01046,2024-10-12 15:14:52.000,302.96,7,Bank Transfer
CUST0169,INV00720,2024-10-13 07:10:43.000,453.26,10,Credit Card
CUST0252,INV04822,2024-10-13 07:46:21.000,348.90,5,Credit Card
CUST0285,INV02853,2024-10-13 17:57:00.000,264.82,10,Credit Card
CUST0173,INV01379,2024-10-13 21:32:34.000,227.55,1,Bank Transfer
CUST0175,INV02130,2024-10-13 22:02:44.000,292.84,6,PayPal
CUST0452,INV02588,2024-10-13 22:28:34.000,306.74,10,Credit Card
CUST0487,INV00891,2024-10-13 23:12:40.000,389.81,9,Bank Transfer
CUST0161,INV00927,2024-10-14 01:11:03.000,31.64,3,Gift Card
CUST0026,INV02470,2024-10-14 08:24:35.000,189.44,3,Gift Card
CUST0170,INV02214,2024-10-14 09:22:05.000,219.10,3,Credit Card
CUST0109,INV03742,2024-10-14 09:57:25.000,148.86,5,Bank Transfer
CUST0134,INV01799,2024-10-14 10:31:47.000,497.51,10,PayPal
CUST0280,INV00137,2024-10-14 11:46:15.000,117.09,7,Credit Card
CUST0468,INV00641,2024-10-14 15:07:47.000,55.38,9,Credit Card
CUST0441,INV01684,2024-10-14 20:49:53.000,361.73,5,PayPal
CUST0143,INV01604,2024-10-15 03:36:15.000,298.24,5,Credit Card
CUST0025,INV02028,2024-10-15 04:58:23.000,271.80,1,Bank Transfer
CUST0128,INV01880,2024-10-15 12:46:59.000,147.27,10,Gift Card
CUST0321,INV00502,2024-10-15 16:48:42.000,127.39,10,Bank Transfer
CUST0394,INV00609,2024-10-15 20:48:52.000,358.90,7,Bank Transfer
CUST0035,INV02221,2024-10-15 20:56:02.000,41.94,5,Bank Transfer
CUST0082,INV02643,2024-10-15 22:52:56.000,109.94,9,Gift Card
CUST0473,INV00748,2024-10-16 02:46:29.000,31.13,6,Bank Transfer
CUST0429,INV00273,2024-10-16 03:09:55.000,38.24,1,Gift Card
CUST0343,INV04785,2024-10-16 07:46:46.000,437.58,6,Gift Card
CUST0232,INV01109,2024-10-16 09:41:38.000,432.95,7,PayPal
CUST0472,INV02228,2024-10-16 11:35:38.000,129.40,8,PayPal
CUST0454,INV04021,2024-10-16 12:55:13.000,81.37,3,Gift Card
CUST0393,INV04556,2024-10-16 22:48:09.000,134.48,1,Credit Card
CUST0284,INV00843,2024-10-16 23:41:00.000,209.57,7,PayPal
CUST0483,INV02507,2024-10-17 00:03:45.000,115.64,10,PayPal
CUST0209,INV04875,2024-10-17 01:25:53.000,492.61,6,Bank Transfer
CUST0137,INV04570,2024-10-17 03:43:37.000,151.40,7,Credit Card
CUST0290,INV01390,2024-10-17 12:59:41.000,31.99,8,Credit Card
CUST0321,INV01076,2024-10-17 17:07:53.000,221.60,2,Credit Card
CUST0047,INV00834,2024-10-17 22:01:54.000,81.32,5,Bank Transfer
CUST0011,INV00867,2024-10-17 22:21:52.000,273.82,1,Gift Card
CUST0002,INV03701,2024-10-18 00:56:05.000,34.78,1,PayPal
CUST0124,INV02418,2024-10-18 04:14:06.000,450.40,5,PayPal
CUST0054,INV00114,2024-10-18 06:36:57.000,154.76,2,Credit Card
CUST0164,INV00882,2024-10-18 07:18:02.000,431.49,2,PayPal
CUST0351,INV03810,2024-10-18 08:15:29.000,258.22,5,Bank Transfer
CUST0352,INV02908,2024-10-18 09:55:53.000,298.22,8,Bank Transfer
CUST0174,INV00871,2024-10-18 10:15:27.000,91.65,5,Bank Transfer
CUST0022,INV02849,2024-10-18 10:43:31.000,266.17,1,Bank Transfer
CUST0059,INV01548,2024-10-18 13:49:24.000,42.90,3,Credit Card
CUST0116,INV00593,2024-10-18 15:01:00.000,25.79,1,Bank Transfer
CUST0167,INV03805,2024-10-18 16:01:29.000,262.50,8,Bank Transfer
CUST0168,INV02781,2024-10-18 18:54:58.000,192.47,1,Gift Card
CUST0352,INV00380,2024-10-19 03:52:39.000,85.34,8,Bank Transfer
CUST0431,INV00637,2024-10-19 04:37:00.000,25.27,7,PayPal
CUST0118,INV04508,2024-10-19 06:04:49.000,78.18,6,Gift Card
CUST0018,INV00545,2024-10-19 12:29:16.000,491.65,10,Credit Card
CUST0035,INV01712,2024-10-19 23:06:51.000,496.72,1,Bank Transfer
CUST0218,INV02719,2024-10-20 01:00:47.000,59.08,6,Credit Card
CUST0171,INV00654,2024-10-20 02:29:41.000,410.55,9,Credit Card
CUST0138,INV02474,2024-10-20 03:01:36.000,402.98,2,Gift Card
CUST0036,INV01479,2024-10-20 03:59:53.000,240.25,7,Bank Transfer
CUST0366,INV01964,2024-10-20 08:53:26.000,404.94,4,Gift Card
CUST0097,INV03298,2024-10-20 10:31:16.000,337.95,9,Credit Card
CUST0181,INV01530,2024-10-20 20:30:51.000,333.52,1,Credit Card
CUST0287,INV00035,2024-10-20 22:51:06.000,236.57,5,Credit Card
CUST0392,INV04328,2024-10-21 01:06:54.000,416.30,8,PayPal
CUST0211,INV02427,2024-10-21 10:33:19.000,434.61,4,Gift Card
CUST0434,INV01632,2024-10-21 12:01:48.000,440.46,1,Gift Card
CUST0013,INV04194,2024-10-21 13:31:52.000,284.14,6,Bank Transfer
CUST0287,INV02225,2024-10-21 13:37:57.000,29.48,4,PayPal
CUST0290,INV00711,2024-10-21 15:26:47.000,403.57,3,Credit Card
CUST0128,INV04756,2024-10-21 17:12:39.000,432.89,1,PayPal
CUST0355,INV02241,2024-10-21 22:38:09.000,249.94,6,Credit Card
CUST0209,INV02093,2024-10-22 00:46:06.000,356.57,3,Bank Transfer
CUST0411,INV03817,2024-10-22 03:30:50.000,425.53,4,PayPal
CUST0470,INV00658,2024-10-22 06:46:56.000,335.94,6,Gift Card
CUST0040,INV00031,2024-10-22 10:37:03.000,459.45,2,Credit Card
CUST0256,INV00169,2024-10-22 11:38:17.000,322.66,2,Credit Card
CUST0068,INV00307,2024-10-22 13:49:17.000,113.48,1,PayPal
CUST0027,INV01450,2024-10-23 13:11:17.000,144.73,3,Credit Card
CUST0077,INV04912,2024-10-23 17:18:47.000,443.90,7,Gift Card
CUST0433,INV04640,2024-10-23 17:29:59.000,262.91,9,Credit Card
CUST0237,INV04888,2024-10-24 01:42:36.000,307.69,2,Credit Card
CUST0483,INV01598,2024-10-24 07:07:34.000,189.80,9,Bank Transfer
CUST0107,INV03342,2024-10-24 08:56:19.000,340.46,7,Bank Transfer
CUST0374,INV02664,2024-10-24 14:13:58.000,397.39,1,PayPal
CUST0420,INV04626,2024-10-24 16:27:50.000,165.34,5,Credit Card
CUST0155,INV03407,2024-10-24 17:43:08.000,487.04,3,PayPal
CUST0422,INV01950,2024-10-24 22:01:06.000,88.52,4,Gift Card
CUST0359,INV01222,2024-10-24 23:52:16.000,53.82,7,Credit Card
CUST0414,INV02459,2024-10-25 04:05:49.000,322.15,2,Credit Card
CUST0095,INV01332,2024-10-25 07:51:22.000,11.76,10,PayPal
CUST0024,INV02937,2024-10-25 12:37:11.000,123.16,4,Gift Card
CUST0111,INV02977,2024-10-25 23:29:04.000,395.06,3,Bank Transfer
CUST0303,INV03309,2024-10-26 05:45:26.000,256.90,9,Credit Card
CUST0219,INV00582,2024-10-26 08:14:39.000,485.56,10,Bank Transfer
CUST0321,INV01205,2024-10-26 10:30:57.000,457.36,2,PayPal
CUST0273,INV00575,2024-10-26 10:52:07.000,53.13,4,Gift Card
CUST0437,INV03021,2024-10-26 19:06:40.000,242.10,4,Bank Transfer
CUST0461,INV03110,2024-10-27 01:13:31.000,376.71,3,Bank Transfer
CUST0123,INV01072,2024-10-27 02:06:27.000,479.81,1,Bank Transfer
CUST0217,INV03750,2024-10-27 02:07:41.000,36.44,9,Gift Card
CUST0191,INV03937,2024-10-27 02:11:02.000,471.61,3,PayPal
CUST0070,INV01536,2024-10-27 04:10:45.000,213.99,4,Bank Transfer
CUST0398,INV03468,2024-10-27 10:28:34.000,101.00,8,Bank Transfer
CUST0054,INV04931,2024-10-27 10:52:09.000,60.67,6,Bank Transfer
CUST0110,INV04906,2024-10-27 16:02:50.000,377.82,9,Gift Card
CUST0113,INV02155,2024-10-27 17:07:33.000,381.68,3,PayPal
CUST0096,INV03358,2024-10-27 17:56:11.000,82.54,1,PayPal
CUST0189,INV04829,2024-10-27 18:23:23.000,264.14,1,Bank Transfer
CUST0246,INV04161,2024-10-27 23:00:31.000,379.44,7,PayPal
CUST0376,INV02422,2024-10-28 03:16:14.000,160.11,7,Bank Transfer
CUST0383,INV03669,2024-10-28 06:55:11.000,472.51,5,PayPal
CUST0319,INV02015,2024-10-28 10:36:32.000,29.00,9,Credit Card
CUST0222,INV02845,2024-10-28 13:27:19.000,486.50,7,Gift Card
CUST0318,INV00663,2024-10-28 16:51:19.000,129.41,3,Gift Card
CUST0369,INV03044,2024-10-28 20:35:36.000,141.16,2,Bank Transfer
CUST0202,INV00556,2024-10-28 21:33:46.000,485.81,10,Credit Card
CUST0383,INV02681,2024-10-28 23:55:27.000,367.54,1,Bank Transfer
CUST0398,INV04571,2024-10-29 09:48:49.000,417.78,8,Bank Transfer
CUST0209,INV03724,2024-10-29 11:39:12.000,74.81,7,PayPal
CUST0192,INV04335,2024-10-29 12:29:04.000,100.93,9,PayPal
CUST0412,INV00441,2024-10-29 17:23:53.000,54.63,3,Gift Card
CUST0178,INV01508,2024-10-29 20:31:46.000,322.08,10,Bank Transfer
CUST0411,INV01577,2024-10-29 22:41:54.000,42.91,7,Gift Card
CUST0402,INV00141,2024-10-30 05:05:13.000,111.24,4,Credit Card
CUST0416,INV01156,2024-10-30 08:18:07.000,266.21,2,Gift Card
CUST0203,INV00213,2024-10-30 10:59:02.000,253.10,7,Gift Card
CUST0428,INV00379,2024-10-30 11:00:42.000,60.92,9,Gift Card
CUST0003,INV02391,2024-10-30 12:38:53.000,62.35,8,Credit Card
CUST0060,INV03446,2024-10-30 14:58:44.000,420.98,5,PayPal
CUST0368,INV02921,2024-10-30 15:26:10.000,225.22,5,Credit Card
CUST0415,INV01321,2024-10-30 17:18:22.000,187.08,10,Bank Transfer
CUST0208,INV03549,2024-10-30 19:48:59.000,396.38,1,Bank Transfer
CUST0145,INV01595,2024-10-31 01:01:43.000,31.42,6,PayPal
CUST0271,INV04753,2024-10-31 08:56:17.000,492.68,5,Gift Card
CUST0319,INV04202,2024-10-31 09:14:31.000,372.40,1,Bank Transfer
CUST0040,INV02985,2024-10-31 09:19:21.000,48.56,6,Gift Card
CUST0148,INV01654,2024-10-31 09:30:22.000,470.21,5,Credit Card
CUST0186,INV04677,2024-10-31 10:29:07.000,152.07,6,Gift Card
CUST0454,INV02970,2024-10-31 13:43:20.000,190.60,7,Gift Card
CUST0313,INV02731,2024-10-31 18:08:43.000,228.57,1,Credit Card
CUST0408,INV00076,2024-10-31 21:07:06.000,204.48,6,Gift Card
CUST0328,INV01087,2024-10-31 22:01:01.000,455.17,2,Bank Transfer
CUST0052,INV03761,2024-10-31 23:37:43.000,286.19,3,Credit Card
CUST0227,INV04275,2024-11-01 02:38:00.000,132.59,2,PayPal
CUST0429,INV01994,2024-11-01 03:05:44.000,36.07,10,Gift Card
CUST0425,INV00342,2024-11-01 03:19:37.000,320.49,5,Bank Transfer
CUST0455,INV02386,2024-11-01 06:28:57.000,70.63,10,PayPal
CUST0022,INV01587,2024-11-01 06:34:06.000,60.99,8,PayPal
CUST0042,INV01747,2024-11-01 10:25:59.000,439.83,4,Bank Transfer
CUST0498,INV00193,2024-11-01 13:14:13.000,251.75,4,PayPal
CUST0249,INV00264,2024-11-01 14:05:50.000,290.29,8,Credit Card
CUST0126,INV03173,2024-11-01 16:47:47.000,444.29,4,Credit Card
CUST0238,INV02561,2024-11-01 22:32:15.000,15.21,3,Credit Card
CUST0160,INV04282,2024-11-01 22:42:36.000,174.44,6,PayPal
CUST0451,INV02205,2024-11-02 01:08:28.000,182.02,8,Credit Card
CUST0051,INV01502,2024-11-02 03:31:47.000,34.08,7,Gift Card
CUST0374,INV02946,2024-11-02 04:11:31.000,298.39,6,Gift Card
CUST0173,INV00736,2024-11-02 08:59:05.000,407.65,7,Bank Transfer
CUST0136,INV02665,2024-11-03 08:58:10.000,382.89,8,Gift Card
CUST0321,INV02038,2024-11-03 13:43:43.000,349.34,1,Gift Card
CUST0233,INV03866,2024-11-03 14:32:03.000,297.21,4,Gift Card
CUST0200,INV01560,2024-11-03 15:03:39.000,261.39,3,PayPal
CUST0468,INV01920,2024-11-03 18:38:38.000,209.75,9,Gift Card
CUST0464,INV00318,2024-11-03 22:16:25.000,135.39,4,Gift Card
CUST0328,INV02654,2024-11-04 04:41:39.000,158.57,9,PayPal
CUST0220,INV04730,2024-11-04 08:45:52.000,422.74,10,Gift Card
CUST0073,INV01655,2024-11-04 15:18:09.000,57.03,9,PayPal
CUST0441,INV00159,2024-11-04 21:46:58.000,216.93,3,Gift Card
CUST0134,INV00293,2024-11-05 00:27:12.000,296.93,8,Credit Card
CUST0177,INV04561,2024-11-05 01:46:33.000,130.07,3,Gift Card
CUST0039,INV00333,2024-11-05 04:11:59.000,378.20,6,PayPal
CUST0426,INV01889,2024-11-05 05:47:48.000,268.91,9,Bank Transfer
CUST0067,INV01803,2024-11-05 07:24:27.000,144.64,8,Bank Transfer
CUST0246,INV00218,2024-11-05 07:26:35.000,276.81,8,Bank Transfer
CUST0420,INV03880,2024-11-05 11:50:16.000,467.85,9,Credit Card
CUST0023,INV03354,2024-11-05 13:54:25.000,34.67,10,PayPal
CUST0081,INV04298,2024-11-05 23:13:21.000,58.00,9,PayPal
CUST0215,INV01317,2024-11-06 00:00:56.000,131.01,1,PayPal
CUST0439,INV01975,2024-11-06 00:19:37.000,53.55,6,PayPal
CUST0197,INV01331,2024-11-06 02:47:28.000,285.62,7,Gift Card
CUST0419,INV00722,2024-11-06 07:19:55.000,392.12,2,Bank Transfer
CUST0095,INV04938,2024-11-06 11:03:17.000,11.31,3,Credit Card
CUST0239,INV04456,2024-11-06 14:21:34.000,24.16,10,Credit Card
CUST0215,INV02421,2024-11-06 15:08:13.000,288.30,1,Gift Card
CUST0441,INV03540,2024-11-07 00:53:23.000,74.33,2,PayPal
CUST0031,INV01833,2024-11-07 07:26:25.000,153.55,7,Credit Card
CUST0050,INV02364,2024-11-07 21:07:44.000,384.90,5,Bank Transfer
CUST0298,INV00925,2024-11-08 00:34:50.000,97.89,3,Gift Card
CUST0244,INV04447,2024-11-08 09:29:38.000,200.75,7,Gift Card
CUST0316,INV04602,2024-11-08 12:09:56.000,342.12,1,Credit Card
CUST0475,INV01834,2024-11-08 22:26:30.000,260.66,8,Gift Card
CUST0450,INV04195,2024-11-09 01:49:54.000,66.13,4,Credit Card
CUST0084,INV03422,2024-11-09 13:57:32.000,40.62,4,Credit Card
CUST0446,INV03335,2024-11-10 00:51:39.000,461.80,5,Gift Card
CUST0483,INV02290,2024-11-10 01:26:54.000,264.63,10,Gift Card
CUST0381,INV04780,2024-11-10 07:33:49.000,119.37,5,Bank Transfer
CUST0375,INV04125,2024-11-10 12:10:53.000,441.61,1,Bank Transfer
CUST0382,INV01063,2024-11-10 12:13:26.000,41.87,5,PayPal
CUST0364,INV04173,2024-11-10 15:33:39.000,308.86,6,Gift Card
CUST0288,INV00792,2024-11-11 02:13:51.000,356.50,6,Bank Transfer
CUST0467,INV03143,2024-11-11 12:54:18.000,185.76,3,Credit Card
CUST0286,INV00745,2024-11-11 12:57:32.000,125.46,2,Credit Card
CUST0056,INV01199,2024-11-12 01:32:27.000,321.73,6,PayPal
CUST0271,INV02802,2024-11-12 04:48:29.000,133.10,8,Bank Transfer
CUST0289,INV01561,2024-11-12 05:39:29.000,176.25,3,Bank Transfer
CUST0373,INV04084,2024-11-12 05:40:43.000,403.86,4,PayPal
CUST0075,INV02765,2024-11-12 07:45:04.000,138.47,10,Credit Card
CUST0247,INV00284,2024-11-12 11:19:41.000,41.28,5,Bank Transfer
CUST0104,INV00362,2024-11-12 13:48:58.000,314.08,8,PayPal
CUST0337,INV03845,2024-11-12 14:53:51.000,483.64,2,Bank Transfer
CUST0125,INV00374,2024-11-12 15:20:01.000,479.86,6,Gift Card
CUST0316,INV00368,2024-11-12 15:38:36.000,423.14,5,Gift Card
CUST0209,INV04072,2024-11-13 00:16:22.000,237.37,3,Credit Card
CUST0034,INV03692,2024-11-13 00:51:03.000,462.27,1,Gift Card
CUST0183,INV04493,2024-11-13 03:28:57.000,187.60,1,Credit Card
CUST0332,INV03939,2024-11-13 05:30:44.000,348.78,6,Credit Card
CUST0453,INV01358,2024-11-13 06:52:57.000,360.28,2,Gift Card
CUST0201,INV02120,2024-11-13 10:43:23.000,241.42,5,Bank Transfer
CUST0258,INV01501,2024-11-13 12:03:49.000,221.12,6,Credit Card
CUST0450,INV00818,2024-11-13 18:56:18.000,349.71,6,PayPal
CUST0274,INV01153,2024-11-13 21:23:50.000,373.31,3,Credit Card
CUST0391,INV02114,2024-11-13 23:20:18.000,249.65,9,PayPal
CUST0414,INV02217,2024-11-14 05:52:09.000,353.38,2,Credit Card
CUST0416,INV02887,2024-11-14 09:50:10.000,273.83,4,Credit Card
CUST0315,INV04643,2024-11-14 12:40:39.000,220.41,5,Credit Card
CUST0060,INV02659,2024-11-14 12:51:29.000,98.43,8,Gift Card
CUST0469,INV00188,2024-11-14 14:32:02.000,362.94,5,Credit Card
CUST0131,INV04587,2024-11-14 14:49:00.000,60.89,6,Bank Transfer
CUST0234,INV04022,2024-11-14 15:43:59.000,86.47,7,PayPal
CUST0244,INV03196,2024-11-14 20:29:15.000,79.93,10,Gift Card
CUST0326,INV02455,2024-11-14 20:34:42.000,53.80,3,Gift Card
CUST0006,INV04946,2024-11-15 03:29:17.000,498.06,3,PayPal
CUST0007,INV02309,2024-11-15 06:57:16.000,477.24,4,Gift Card
CUST0497,INV03904,2024-11-15 11:51:09.000,467.08,1,Gift Card
CUST0494,INV02029,2024-11-15 21:05:18.000,273.50,7,PayPal
CUST0067,INV03839,2024-11-16 00:48:02.000,421.16,6,Gift Card
CUST0225,INV00523,2024-11-16 02:11:15.000,283.92,9,Gift Card
CUST0184,INV00359,2024-11-16 07:50:22.000,408.87,2,PayPal
CUST0416,INV03134,2024-11-16 09:54:38.000,137.73,7,PayPal
CUST0262,INV02753,2024-11-16 22:10:02.000,163.07,2,Gift Card
CUST0424,INV04733,2024-11-17 13:52:45.000,126.73,7,PayPal
CUST0405,INV01440,2024-11-17 15:53:00.000,193.46,9,Bank Transfer
CUST0363,INV00232,2024-11-17 17:24:02.000,484.68,10,Bank Transfer
CUST0205,INV01217,2024-11-17 20:56:32.000,372.21,2,Bank Transfer
CUST0173,INV02068,2024-11-17 23:07:54.000,280.33,3,Gift Card
CUST0365,INV00173,2024-11-18 03:38:05.000,255.51,7,Gift Card
CUST0421,INV03504,2024-11-18 08:38:57.000,199.93,6,Credit Card
CUST0232,INV00351,2024-11-18 15:53:52.000,404.35,3,Gift Card
CUST0294,INV01800,2024-11-18 19:21:00.000,241.73,7,Bank Transfer
CUST0106,INV03071,2024-11-19 00:48:16.000,219.02,4,Credit Card
CUST0309,INV03442,2024-11-19 01:29:38.000,337.76,7,Bank Transfer
CUST0114,INV02262,2024-11-19 12:38:49.000,128.59,10,PayPal
CUST0393,INV00529,2024-11-19 12:52:39.000,280.22,10,Bank Transfer
CUST0013,INV03351,2024-11-20 01:19:55.000,260.47,4,Gift Card
CUST0412,INV01243,2024-11-20 01:29:25.000,376.71,1,Bank Transfer
CUST0356,INV03754,2024-11-20 05:37:23.000,470.09,8,Credit Card
CUST0362,INV01749,2024-11-20 06:15:30.000,150.67,5,PayPal
CUST0374,INV04527,2024-11-20 07:19:31.000,135.61,9,Bank Transfer
CUST0153,INV04713,2024-11-20 13:23:41.000,189.62,5,Credit Card
CUST0419,INV02744,2024-11-20 13:58:55.000,299.31,3,Gift Card
CUST0357,INV04989,2024-11-20 16:30:41.000,128.93,10,Credit Card
CUST0213,INV04715,2024-11-20 17:11:16.000,74.49,8,Bank Transfer
CUST0083,INV02003,2024-11-20 20:53:13.000,368.95,4,PayPal
CUST0106,INV01606,2024-11-20 23:48:08.000,195.87,7,Credit Card
CUST0388,INV01864,2024-11-21 09:50:24.000,473.39,8,Credit Card
CUST0059,INV00417,2024-11-21 14:15:18.000,245.94,8,Gift Card
CUST0004,INV01896,2024-11-21 14:26:46.000,315.61,7,Credit Card
CUST0170,INV02599,2024-11-21 17:22:58.000,345.95,10,Credit Card
CUST0361,INV02947,2024-11-21 22:46:25.000,348.46,7,Credit Card
CUST0343,INV00409,2024-11-22 06:04:08.000,111.32,6,Gift Card
CUST0364,INV02180,2024-11-22 08:19:02.000,147.97,8,PayPal
CUST0403,INV00370,2024-11-22 09:47:37.000,257.52,7,Gift Card
CUST0341,INV03511,2024-11-22 18:44:11.000,360.29,2,PayPal
CUST0218,INV01723,2024-11-22 19:37:00.000,335.77,6,Bank Transfer
CUST0469,INV04375,2024-11-22 20:25:18.000,367.40,9,PayPal
CUST0322,INV03429,2024-11-22 22:18:05.000,69.04,4,Gift Card
CUST0197,INV01370,2024-11-22 23:13:26.000,50.97,7,PayPal
CUST0122,INV00247,2024-11-23 00:13:37.000,57.00,7,Gift Card
CUST0499,INV02708,2024-11-23 09:24:28.000,177.93,1,Gift Card
CUST0255,INV00180,2024-11-23 21:21:21.000,476.98,9,Bank Transfer
CUST0340,INV03259,2024-11-23 22:50:19.000,265.81,5,PayPal
CUST0026,INV03035,2024-11-24 01:16:07.000,451.11,4,Gift Card
CUST0124,INV02236,2024-11-24 02:41:53.000,303.50,5,Gift Card
CUST0125,INV02663,2024-11-24 05:06:48.000,74.03,1,Credit Card
CUST0383,INV02165,2024-11-24 18:30:43.000,156.32,4,Bank Transfer
CUST0191,INV01796,2024-11-24 18:58:51.000,28.76,10,Credit Card
CUST0481,INV04132,2024-11-24 21:16:01.000,488.88,9,Gift Card
CUST0366,INV03454,2024-11-25 05:09:45.000,399.15,4,Bank Transfer
CUST0098,INV01287,2024-11-25 10:48:29.000,456.33,1,Gift Card
CUST0161,INV03481,2024-11-25 12:06:46.000,104.01,6,Gift Card
CUST0063,INV01258,2024-11-25 15:40:48.000,29.18,10,PayPal
CUST0059,INV02462,2024-11-25 18:45:46.000,399.40,9,Bank Transfer
CUST0056,INV01522,2024-11-25 19:14:45.000,483.07,9,Gift Card
CUST0464,INV02747,2024-11-26 01:31:17.000,397.33,10,Gift Card
CUST0108,INV02832,2024-11-26 03:57:19.000,491.87,9,Credit Card
CUST0322,INV04796,2024-11-26 04:59:53.000,27.24,10,Gift Card
CUST0165,INV02978,2024-11-26 08:16:31.000,140.61,3,Credit Card
CUST0010,INV01804,2024-11-26 13:07:55.000,357.41,4,Credit Card
CUST0153,INV03195,2024-11-26 13:49:09.000,444.43,10,Credit Card
CUST0083,INV01628,2024-11-26 20:37:33.000,190.47,5,PayPal
CUST0243,INV04274,2024-11-26 20:57:33.000,101.37,2,Gift Card
CUST0448,INV01722,2024-11-26 21:34:56.000,10.12,2,Credit Card
CUST0022,INV00831,2024-11-26 22:48:49.000,106.21,1,Credit Card
CUST0006,INV03536,2024-11-27 00:16:18.000,165.72,5,PayPal
CUST0206,INV02767,2024-11-27 01:20:38.000,424.11,8,Gift Card
CUST0460,INV03783,2024-11-27 13:26:49.000,253.07,1,Gift Card
CUST0449,INV01626,2024-11-27 13:58:08.000,148.71,1,Bank Transfer
CUST0070,INV01286,2024-11-27 14:45:12.000,245.03,9,Credit Card
CUST0437,INV00204,2024-11-27 14:58:12.000,68.76,3,Bank Transfer
CUST0049,INV03493,2024-11-27 17:06:42.000,498.47,5,PayPal
CUST0072,INV00798,2024-11-27 22:06:18.000,342.22,2,Bank Transfer
CUST0249,INV04722,2024-11-28 01:19:15.000,46.98,9,Bank Transfer
CUST0372,INV00325,2024-11-28 01:23:52.000,38.74,3,Credit Card
CUST0386,INV04323,2024-11-28 08:18:46.000,49.45,5,Bank Transfer
CUST0067,INV02638,2024-11-28 09:11:42.000,189.48,9,PayPal
CUST0421,INV01269,2024-11-28 11:53:38.000,260.60,3,Gift Card
CUST0231,INV03097,2024-11-28 17:50:18.000,359.96,7,Gift Card
CUST0211,INV02406,2024-11-28 21:38:18.000,195.58,9,Bank Transfer
CUST0093,INV01036,2024-11-29 02:49:40.000,23.31,1,Bank Transfer
CUST0479,INV01231,2024-11-29 03:20:17.000,400.32,9,PayPal
CUST0400,INV04315,2024-11-29 04:51:33.000,322.22,4,Gift Card
CUST0088,INV04305,2024-11-29 10:14:14.000,301.28,9,Gift Card
CUST0317,INV04944,2024-11-29 12:18:14.000,158.75,9,Bank Transfer
CUST0207,INV01740,2024-11-29 13:43:39.000,214.03,1,Credit Card
CUST0274,INV04536,2024-11-29 17:42:32.000,335.14,3,PayPal
CUST0192,INV02010,2024-11-29 21:19:29.000,56.79,1,Credit Card
CUST0210,INV01113,2024-11-29 21:38:40.000,190.08,8,Bank Transfer
CUST0208,INV03554,2024-11-29 23:02:50.000,92.32,5,Gift Card
CUST0142,INV02705,2024-11-30 01:57:26.000,384.09,2,Gift Card
CUST0313,INV04123,2024-11-30 03:42:37.000,269.55,2,Bank Transfer
CUST0193,INV01408,2024-11-30 05:18:46.000,87.52,7,Credit Card
CUST0252,INV02711,2024-11-30 08:19:20.000,157.12,7,PayPal
CUST0035,INV02795,2024-11-30 11:18:56.000,201.17,2,Credit Card
CUST0277,INV03500,2024-11-30 11:42:06.000,118.92,10,Credit Card
CUST0350,INV00358,2024-11-30 13:18:25.000,132.77,1,Bank Transfer
CUST0363,INV04080,2024-11-30 13:24:41.000,295.07,6,Gift Card
CUST0057,INV03336,2024-11-30 16:42:39.000,289.04,9,Credit Card
